"","scntfcN","dcmlLtt","dcmlLng","class","order","stratgy","temp_mean","temp_var","temp_autocor","ppt_mean","ppt_var","ppt_autocor","prop_drought","ECO_NAME","BIOME","ECO_ID","ECO_SYM","biome_name"
"1505","Deschampsia elongata (Hook.) Munro",39.931667,-120.6125,"Liliopsida","Poales","complete",7.76521008189132,0.844725361894627,0.566542464086318,965.50493342702,126731.972246371,-0.000451782965985787,0.075,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1506","Deschampsia elongata (Hook.) Munro",42.835283,-118.617933,"Liliopsida","Poales","complete",6.14631730754201,0.549995493260301,0.376599678403595,670.466882473085,23870.1893841289,3.19052563350485e-06,0.075,"Snake-Columbia shrub steppe",13,51309,104,"Deserts & Xeric Shrublands"
"1507","Deschampsia elongata (Hook.) Munro",44.0195,-114.859,"Liliopsida","Poales","complete",2.38444156017972,0.747751032886811,0.492899356117715,566.207448075457,18359.3241206887,0.000203615855369973,0.375,"South Central Rockies forests",5,50528,70,"Temperate Conifer Forests"
"1508","Deschampsia elongata (Hook.) Munro",38.6925,-120.00806,"Liliopsida","Poales","complete",4.02767088355088,0.602534796758074,0.509262334536142,1261.61068725586,171757.687444452,-0.000458196197619457,0.05,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1509","Deschampsia elongata (Hook.) Munro",39.405556,-122.636389,"Liliopsida","Poales","complete",15.0132616787422,0.735043423457605,0.59957166665101,811.704683257312,93319.4335932219,-0.000537605279095569,0.15,"California interior chaparral and woodlands",12,51202,105,"Mediterranean Forests, Woodlands & Scrub"
"1510","Deschampsia elongata (Hook.) Munro",39.7615,-121.098,"Liliopsida","Poales","complete",10.9870053500664,0.631740173031091,0.370798316645407,2079.01530047161,523406.702800609,-0.00051995646520976,0.025,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1511","Deschampsia elongata (Hook.) Munro",40.116444,-121.475833,"Liliopsida","Poales","complete",8.18687842531902,1.95606099202789,0.773357668851807,1727.00448831698,347556.719209226,-0.000502287880744065,0.05,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1512","Deschampsia elongata (Hook.) Munro",38.80083,-120.23972,"Liliopsida","Poales","complete",9.35811748737242,0.585411355954975,0.462301618877243,1150.54865246284,143316.149783315,-0.000473393415552454,0.05,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1513","Deschampsia elongata (Hook.) Munro",38.82583,-120.25278,"Liliopsida","Poales","complete",7.80564177908549,0.782874785626404,0.586825920834188,1192.00283590177,153105.131423331,-0.00047787919384532,0.05,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1514","Deschampsia elongata (Hook.) Munro",39.761389,-121.098056,"Liliopsida","Poales","complete",10.9870053500664,0.631740173031091,0.370798316645407,2079.01530047161,523406.702800609,-0.00051995646520976,0.025,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1515","Deschampsia elongata (Hook.) Munro",40.116389,-121.475833,"Liliopsida","Poales","complete",8.18687842531902,1.95606099202789,0.773357668851807,1727.00448831698,347556.719209226,-0.000502287880744065,0.05,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1516","Deschampsia elongata (Hook.) Munro",40.118611,-121.486389,"Liliopsida","Poales","complete",9.29755407426415,1.90898509035374,0.765326764670859,1637.43040205793,308891.05988201,-0.000503031112433819,0.05,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1517","Deschampsia elongata (Hook.) Munro",45.08571,-114.35645,"Liliopsida","Poales","complete",2.53008792167757,0.617011268154273,0.336643155923583,528.795709377382,5886.88036666575,0.000996743747439242,0.45,"South Central Rockies forests",5,50528,70,"Temperate Conifer Forests"
"1518","Deschampsia elongata (Hook.) Munro",45.14285,-114.594083,"Liliopsida","Poales","complete",1.54543907795011,0.539322611399175,0.351592789420848,1030.61942347085,21306.2200473615,7.17066731365771e-05,0.025,"South Central Rockies forests",5,50528,70,"Temperate Conifer Forests"
"1519","Deschampsia elongata (Hook.) Munro",43.01905,-122.45445,"Liliopsida","Poales","complete",6.77843688173992,0.605668849516156,0.592103803306824,1544.20793337938,91693.5806764755,-0.000500375507011833,0.025,"Central and Southern Cascades forests",5,50508,75,"Temperate Conifer Forests"
"1520","Deschampsia elongata (Hook.) Munro",38.69333,-120.00833,"Liliopsida","Poales","complete",4.02767088355088,0.602534796758074,0.509262334536142,1261.61068725586,171757.687444452,-0.000458196197619457,0.05,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1521","Deschampsia elongata (Hook.) Munro",38.6425,-120.24861,"Liliopsida","Poales","complete",7.59988813865476,0.823103796522206,0.636481499558082,1395.70150682403,224813.275324061,-0.000483560067962487,0.025,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1522","Deschampsia elongata (Hook.) Munro",44.039618,-114.637614,"Liliopsida","Poales","complete",0.555629296273719,0.68468262823499,0.532376691375862,1223.84511212605,62998.1989604113,-0.000328412552206706,0.025,"South Central Rockies forests",5,50528,70,"Temperate Conifer Forests"
"1523","Deschampsia elongata (Hook.) Munro",41.2632,-123.726,"Liliopsida","Poales","complete",12.1178712379642,0.454789426522435,0.495829292546119,2852.57454625572,603049.584983577,-0.000519847505400786,0.025,"Klamath-Siskiyou forests",5,50516,76,"Temperate Conifer Forests"
"1524","Deschampsia elongata (Hook.) Munro",39.849,-122.757,"Liliopsida","Poales","complete",10.9051078005535,0.780298648293257,0.553328144340875,904.182113275295,102660.95379167,-0.000533553847876504,0.1,"Klamath-Siskiyou forests",5,50516,76,"Temperate Conifer Forests"
"1525","Deschampsia elongata (Hook.) Munro",41.3584,-122.967,"Liliopsida","Poales","complete",7.03082958081873,0.472648974508223,0.471706373073308,1191.45787681021,123756.925051346,-0.000469030997829128,0.025,"Klamath-Siskiyou forests",5,50516,76,"Temperate Conifer Forests"
"1526","Deschampsia elongata (Hook.) Munro",47.816667,-121.516667,"Liliopsida","Poales","complete",8.37042227023985,0.364999881161332,0.420659814422108,3078.18346870236,213721.77434761,-0.000573439549969352,0.025,"British Columbia mainland coastal forests",5,50506,71,"Temperate Conifer Forests"
"1527","Deschampsia elongata (Hook.) Munro",32.86919,-116.47561,"Liliopsida","Poales","complete",11.8250468649515,0.593314371599286,0.44644430888039,605.310744122761,57604.7406494331,-0.000497491714287263,0.4,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"1528","Deschampsia elongata (Hook.) Munro",48.1892,-114.926,"Liliopsida","Poales","complete",4.13148554941503,0.632542290321506,0.141260781237274,466.91663714153,5589.53762809568,5.39355988826235e-05,0.725,"North Central Rockies forests",5,50518,76,"Temperate Conifer Forests"
"1529","Deschampsia elongata (Hook.) Munro",40.228889,-120.718611,"Liliopsida","Poales","complete",8.62343201986173,0.918681915484796,0.62260834991719,720.437230552115,74150.8275738207,-0.000349598427661033,0.25,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1530","Deschampsia elongata (Hook.) Munro",40.228972,-120.718806,"Liliopsida","Poales","complete",8.62343201986173,0.918681915484796,0.62260834991719,720.437230552115,74150.8275738207,-0.000349598427661033,0.25,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1531","Deschampsia elongata (Hook.) Munro",40.123056,-121.424722,"Liliopsida","Poales","complete",7.66216624655375,2.2592186443075,0.778610597127992,1747.66088569455,371997.801272201,-0.000506259730918566,0.05,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1532","Deschampsia elongata (Hook.) Munro",43.4485866,-117.8849998,"Liliopsida","Poales","complete",6.94664908618462,0.568487504415197,0.248693861918776,313.632126598823,7354.98274117951,0.00120439323001706,1.05,"Snake-Columbia shrub steppe",13,51309,104,"Deserts & Xeric Shrublands"
"1533","Deschampsia elongata (Hook.) Munro",43.4488,-117.88425,"Liliopsida","Poales","complete",6.94664908618462,0.568487504415197,0.248693861918776,313.632126598823,7354.98274117951,0.00120439323001706,1.05,"Snake-Columbia shrub steppe",13,51309,104,"Deserts & Xeric Shrublands"
"1534","Deschampsia elongata (Hook.) Munro",43.4485866,-117.8849998,"Liliopsida","Poales","complete",6.94664908618462,0.568487504415197,0.248693861918776,313.632126598823,7354.98274117951,0.00120439323001706,1.05,"Snake-Columbia shrub steppe",13,51309,104,"Deserts & Xeric Shrublands"
"1535","Deschampsia elongata (Hook.) Munro",47.6327,-113.1493,"Liliopsida","Poales","complete",1.610507386623,0.730493279697586,0.264847019024789,1541.71710949409,45659.7670745588,-0.000498252203788518,0.025,"North Central Rockies forests",5,50518,76,"Temperate Conifer Forests"
"1536","Deschampsia elongata (Hook.) Munro",45.307302,-118.577385,"Liliopsida","Poales","complete",6.56416859277865,0.610268752735421,0.421555865994255,682.355415902487,11703.1562363688,0.000732742634499037,0.05,"Blue Mountains forests",5,50505,64,"Temperate Conifer Forests"
"1537","Deschampsia elongata (Hook.) Munro",41.408439,-115.904541,"Liliopsida","Poales","complete",5.66964904273429,0.518961696688267,0.197337286401281,358.870834350586,5317.39722017519,0.00160606446553062,1.05,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"1538","Deschampsia elongata (Hook.) Munro",44.3276278,-120.2565345,"Liliopsida","Poales","complete",5.70547830186239,0.706761743074118,0.552148095250393,488.110874827315,10817.3110591659,0.000206037223880254,0.675,"Blue Mountains forests",5,50505,64,"Temperate Conifer Forests"
"1539","Deschampsia elongata (Hook.) Munro",45.307302,-118.577385,"Liliopsida","Poales","complete",6.56416859277865,0.610268752735421,0.421555865994255,682.355415902487,11703.1562363688,0.000732742634499037,0.05,"Blue Mountains forests",5,50505,64,"Temperate Conifer Forests"
"1540","Deschampsia elongata (Hook.) Munro",42.108467,-117.515333,"Liliopsida","Poales","complete",7.03904177502888,0.550456335104309,0.319624513983766,500.459832912538,12021.8873694246,0.00011822577052391,0.6,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"1541","Deschampsia elongata (Hook.) Munro",39.376111,-120.664444,"Liliopsida","Poales","complete",9.73249306329867,0.897509320594719,0.532816930483326,1866.82486780678,401334.767982775,-0.000507491682886728,0.025,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1542","Deschampsia elongata (Hook.) Munro",48.899722,-116.135556,"Liliopsida","Poales","complete",4.16706356769655,0.737136041420319,0.384546291122173,905.540427603373,18977.8870655127,0.000224570722920806,0.025,"North Central Rockies forests",5,50518,76,"Temperate Conifer Forests"
"1543","Deschampsia elongata (Hook.) Munro",34.075,-116.85,"Liliopsida","Poales","complete",6.02805146938417,0.425042375299519,0.399599986407788,1164.08119462176,276724.437512866,-0.000537200516464444,0.05,"California montane chaparral and woodlands",12,51203,118,"Mediterranean Forests, Woodlands & Scrub"
"1544","Deschampsia elongata (Hook.) Munro",34.075,-116.85,"Liliopsida","Poales","complete",6.02805146938417,0.425042375299519,0.399599986407788,1164.08119462176,276724.437512866,-0.000537200516464444,0.05,"California montane chaparral and woodlands",12,51203,118,"Mediterranean Forests, Woodlands & Scrub"
"1545","Deschampsia elongata (Hook.) Munro",42.1085,-117.5153,"Liliopsida","Poales","complete",7.03904177502888,0.550456335104309,0.319624513983766,500.459832912538,12021.8873694246,0.00011822577052391,0.6,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"1546","Deschampsia elongata (Hook.) Munro",42.1085,-117.5153,"Liliopsida","Poales","complete",7.03904177502888,0.550456335104309,0.319624513983766,500.459832912538,12021.8873694246,0.00011822577052391,0.6,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"1547","Deschampsia elongata (Hook.) Munro",45.288917,-117.305417,"Liliopsida","Poales","complete",2.88870500064478,0.498324516418248,0.354423435565768,1093.10758711652,26998.6427557003,3.82330933291795e-05,0.025,"Blue Mountains forests",5,50505,64,"Temperate Conifer Forests"
"1548","Deschampsia elongata (Hook.) Munro",39.315833,-120.603889,"Liliopsida","Poales","complete",8.85396860867012,0.817498766933004,0.563564978106588,1856.2412109375,388332.534824412,-0.000507439660322968,0.025,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1549","Deschampsia elongata (Hook.) Munro",45.288917,-117.305417,"Liliopsida","Poales","complete",2.88870500064478,0.498324516418248,0.354423435565768,1093.10758711652,26998.6427557003,3.82330933291795e-05,0.025,"Blue Mountains forests",5,50505,64,"Temperate Conifer Forests"
"1550","Deschampsia elongata (Hook.) Munro",45.199349,-116.140576,"Liliopsida","Poales","complete",1.98309032655344,0.454483050035142,0.353024901120515,1368.94647216797,77149.2756343727,-0.000304049031599628,0.025,"South Central Rockies forests",5,50528,70,"Temperate Conifer Forests"
"1551","Deschampsia elongata (Hook.) Munro",35.463814,-120.69647,"Liliopsida","Poales","complete",14.5543908607669,0.380865419393472,0.474845537232187,692.690753099395,80588.0500310707,-0.000447792116850787,0.275,"California interior chaparral and woodlands",12,51202,105,"Mediterranean Forests, Woodlands & Scrub"
"1552","Deschampsia elongata (Hook.) Munro",39.315556,-120.356667,"Liliopsida","Poales","complete",6.06495638009978,0.961068068967441,0.572102483548547,1703.68808057832,285816.181222717,-0.000500340419905655,0.025,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1553","Deschampsia elongata (Hook.) Munro",39.767222,-120.825556,"Liliopsida","Poales","complete",8.26167349699067,0.737368540907196,0.466639785944072,1859.08844291873,399806.611034137,-0.000510381792035298,0.025,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1554","Deschampsia elongata (Hook.) Munro",40.3192292,-123.1280516,"Liliopsida","Poales","complete",10.7634395041117,0.461799160627727,0.506927476408383,1741.5960350967,292228.455102121,-0.000516067337418995,0.025,"Klamath-Siskiyou forests",5,50516,76,"Temperate Conifer Forests"
"1555","Deschampsia elongata (Hook.) Munro",42.141667,-118.175167,"Liliopsida","Poales","complete",8.04339058806257,0.53245647672514,0.233789259378604,459.108562190358,11485.1728929816,-5.24552566315951e-05,0.75,"Snake-Columbia shrub steppe",13,51309,104,"Deserts & Xeric Shrublands"
"1556","Deschampsia elongata (Hook.) Munro",45.7172,-117.9833,"Liliopsida","Poales","complete",5.86239536797128,0.552741565393445,0.356883939135383,1145.39795815072,31442.8418054054,-0.000314339341489331,0.025,"Blue Mountains forests",5,50505,64,"Temperate Conifer Forests"
"1558","Deschampsia elongata (Hook.) Munro",42.141667,-118.175167,"Liliopsida","Poales","complete",8.04339058806257,0.53245647672514,0.233789259378604,459.108562190358,11485.1728929816,-5.24552566315951e-05,0.75,"Snake-Columbia shrub steppe",13,51309,104,"Deserts & Xeric Shrublands"
"1560","Deschampsia elongata (Hook.) Munro",34.25,-117,"Liliopsida","Poales","complete",9.03117357812277,0.611484998674203,0.559182618535533,784.559765327268,122548.918163141,-0.000548045281607597,0.225,"California montane chaparral and woodlands",12,51203,118,"Mediterranean Forests, Woodlands & Scrub"
"1561","Deschampsia elongata (Hook.) Munro",34.25,-117,"Liliopsida","Poales","complete",9.03117357812277,0.611484998674203,0.559182618535533,784.559765327268,122548.918163141,-0.000548045281607597,0.225,"California montane chaparral and woodlands",12,51203,118,"Mediterranean Forests, Woodlands & Scrub"
"1562","Deschampsia elongata (Hook.) Munro",34.25,-117,"Liliopsida","Poales","complete",9.03117357812277,0.611484998674203,0.559182618535533,784.559765327268,122548.918163141,-0.000548045281607597,0.225,"California montane chaparral and woodlands",12,51203,118,"Mediterranean Forests, Woodlands & Scrub"
"1563","Deschampsia elongata (Hook.) Munro",45.218971,-114.97876,"Liliopsida","Poales","complete",3.24635623431787,0.494026341147625,0.384637039472916,826.393754168255,15532.8307681699,0.000341472468214621,0.025,"South Central Rockies forests",5,50528,70,"Temperate Conifer Forests"
"1564","Deschampsia elongata (Hook.) Munro",39.830833,-121.483611,"Liliopsida","Poales","complete",13.0904591025376,1.10113278881004,0.646520392987176,1849.99603792516,400042.140187576,-0.000521987036244629,0.025,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1565","Deschampsia elongata (Hook.) Munro",44.693806,-116.685768,"Liliopsida","Poales","complete",5.83214658644141,0.583263966547148,0.390888515492408,903.989737161776,28335.9750190965,-8.41366950827572e-05,0.025,"Blue Mountains forests",5,50505,64,"Temperate Conifer Forests"
"1566","Deschampsia elongata (Hook.) Munro",44.671202,-116.601014,"Liliopsida","Poales","complete",8.41594416920732,0.766643013189774,0.143203733922056,597.18015642864,12872.7641401604,0.000383761021720386,0.125,"Blue Mountains forests",5,50505,64,"Temperate Conifer Forests"
"1567","Deschampsia elongata (Hook.) Munro",39.371389,-120.675556,"Liliopsida","Poales","complete",9.73249306329867,0.897509320594719,0.532816930483326,1866.82486780678,401334.767982775,-0.000507491682886728,0.025,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1568","Deschampsia elongata (Hook.) Munro",34.216667,-117.038333,"Liliopsida","Poales","complete",10.0038468663285,0.645617117798292,0.538875364322666,763.557660358708,120340.987008068,-0.000541375691832778,0.225,"California montane chaparral and woodlands",12,51203,118,"Mediterranean Forests, Woodlands & Scrub"
"1569","Deschampsia elongata (Hook.) Munro",44.614022,-116.979044,"Liliopsida","Poales","complete",4.44909530151181,0.553111677160664,0.366419058878035,976.671677007908,33758.5013617895,-0.000178118307696839,0.025,"Blue Mountains forests",5,50505,64,"Temperate Conifer Forests"
"1570","Deschampsia elongata (Hook.) Munro",35.686975,-105.937799,"Liliopsida","Poales","complete",10.2208468041769,0.258766229941404,0.257799744572437,359.484031118998,7032.12874270294,0.000541214239367477,1,"Colorado Plateau shrublands",13,51304,107,"Deserts & Xeric Shrublands"
"1571","Deschampsia elongata (Hook.) Munro",43.4576,-117.9005,"Liliopsida","Poales","complete",7.23671735205301,0.500709382877711,0.231513550774147,369.132729507074,10407.9938606861,0.000769423006636851,0.9,"Snake-Columbia shrub steppe",13,51309,104,"Deserts & Xeric Shrublands"
"1572","Deschampsia elongata (Hook.) Munro",43.4576,-117.9005,"Liliopsida","Poales","complete",7.23671735205301,0.500709382877711,0.231513550774147,369.132729507074,10407.9938606861,0.000769423006636851,0.9,"Snake-Columbia shrub steppe",13,51309,104,"Deserts & Xeric Shrublands"
"1573","Deschampsia elongata (Hook.) Munro",46.759274,-121.877905,"Liliopsida","Poales","complete",7.1883076225839,0.472689964098052,0.443944640642795,1976.04325159585,102963.717304498,-0.000457845500044571,0.025,"Central and Southern Cascades forests",5,50508,75,"Temperate Conifer Forests"
"1574","Deschampsia elongata (Hook.) Munro",45.1063,-121.051,"Liliopsida","Poales","complete",10.2142857574835,0.47514855451776,0.123204609041841,317.445394748595,6111.46032057246,0.000425044475826972,1.05,"Snake-Columbia shrub steppe",13,51309,104,"Deserts & Xeric Shrublands"
"1575","Deschampsia elongata (Hook.) Munro",45.29546,-123.41184,"Liliopsida","Poales","complete",9.34926623832889,0.456437783559939,0.574526303151124,2465.67419135861,300613.149105181,-0.000505647085242179,0.025,"Central Pacific coastal forests",5,50510,70,"Temperate Conifer Forests"
"1576","Deschampsia elongata (Hook.) Munro",44.276944,-114.903889,"Liliopsida","Poales","complete",2.43480740378543,0.511996894652305,0.299960396723526,679.926153415587,22412.4583496588,-3.77174634060815e-05,0.075,"South Central Rockies forests",5,50528,70,"Temperate Conifer Forests"
"1577","Deschampsia elongata (Hook.) Munro",44.152351,-117.645037,"Liliopsida","Poales","complete",7.87159547573183,0.632740643142075,0.236069714862386,462.670364007717,10352.5228921545,0.000864017438913961,0.775,"Blue Mountains forests",5,50505,64,"Temperate Conifer Forests"
"1578","Deschampsia elongata (Hook.) Munro",38.9012261,-120.0460158,"Liliopsida","Poales","complete",6.76830030069119,0.367923106433956,0.320399851810692,796.80126953125,75928.3142208886,-0.000389750064871009,0.15,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1579","Deschampsia elongata (Hook.) Munro",39.15,-120.176389,"Liliopsida","Poales","complete",7.14285395785076,0.561349413486313,0.43115960920224,1045.27834785275,134146.049207416,-0.000426136054692224,0.05,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1580","Deschampsia elongata (Hook.) Munro",39.0509441,-120.1790759,"Liliopsida","Poales","complete",7.0867076385312,0.515634479907793,0.336083913206204,1046.57288863019,131598.185722196,-0.000444188395146844,0.05,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1581","Deschampsia elongata (Hook.) Munro",39.141667,-120.2,"Liliopsida","Poales","complete",6.28541731252903,0.635364258636117,0.454115647726608,1698.48938732612,322710.196872868,-0.000496150565631686,0.025,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"1582","Deschampsia elongata (Hook.) Munro",46.903244,-110.916326,"Liliopsida","Poales","complete",1.99575129078656,0.890470012903252,0.313416343572756,761.862088831459,11602.912112127,-0.000701670345614294,0.025,"South Central Rockies forests",5,50528,70,"Temperate Conifer Forests"
"1583","Deschampsia elongata (Hook.) Munro",35.82202,-121.20697,"Liliopsida","Poales","complete",14.5961469557227,0.434022622534576,0.539940501069824,621.319287928139,66156.8873606045,-0.000448580281710416,0.325,"California montane chaparral and woodlands",12,51203,118,"Mediterranean Forests, Woodlands & Scrub"
"1584","Deschampsia elongata (Hook.) Munro",35.847,-121.196,"Liliopsida","Poales","complete",14.5961469557227,0.434022622534576,0.539940501069824,621.319287928139,66156.8873606045,-0.000448580281710416,0.325,"California montane chaparral and woodlands",12,51203,118,"Mediterranean Forests, Woodlands & Scrub"
"1585","Eragrostis barrelieri Daveau",33.64167,-116.59167,"Liliopsida","Poales","complete",12.0173322165885,0.938757900014928,0.607971905751038,570.03991513136,47314.7641210527,-0.000608493094139872,0.55,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"1586","Eragrostis barrelieri Daveau",35.559546,-120.333165,"Liliopsida","Poales","complete",14.8999714502474,0.294632412636565,0.374417004803999,340.864300053294,19155.6206050254,-0.000375678048216752,0.95,"California interior chaparral and woodlands",12,51202,105,"Mediterranean Forests, Woodlands & Scrub"
"1587","Eragrostis barrelieri Daveau",35.0473,-120.57499,"Liliopsida","Poales","complete",14.3780298465636,0.3974650479701,0.484739386230453,386.574823146913,28295.5541825543,-0.000425791668602688,0.825,"California interior chaparral and woodlands",12,51202,105,"Mediterranean Forests, Woodlands & Scrub"
"1588","Eragrostis barrelieri Daveau",31.96409,-111.42412,"Liliopsida","Poales","complete",18.8384446865175,0.242426780184388,0.142918501436108,299.056182489163,10561.627882532,0.000708830243300931,1.025,"Sonoran desert",13,51310,111,"Deserts & Xeric Shrublands"
"1589","Eragrostis barrelieri Daveau",31.97547,-111.40634,"Liliopsida","Poales","complete",18.8384446865175,0.242426780184388,0.142918501436108,299.056182489163,10561.627882532,0.000708830243300931,1.025,"Sonoran desert",13,51310,111,"Deserts & Xeric Shrublands"
"1590","Eragrostis barrelieri Daveau",34.863899,-111.792587,"Liliopsida","Poales","complete",16.1103590523324,0.503753692713759,0.488575836957587,413.362619911752,14003.7194191393,0.000285237092122919,0.85,"Arizona Mountains forests",5,50503,77,"Temperate Conifer Forests"
"1591","Eragrostis barrelieri Daveau",33.38455,-117.57496,"Liliopsida","Poales","complete",16.3973372389631,0.358386704406627,0.271318294711928,280.982906992843,16671.9328627717,-0.000635437570665578,0.925,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"1592","Eragrostis barrelieri Daveau",33.20623,-117.38477,"Liliopsida","Poales","complete",16.1711567204173,0.4531393954353,0.504831126213818,284.997417915158,13575.1266750067,-0.000657251258672342,0.975,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"1593","Eragrostis barrelieri Daveau",33.3617,-117.5407,"Liliopsida","Poales","complete",17.3006568536526,0.318988981775771,0.19403903745158,326.49324798584,22122.9394579218,-0.000639742657387488,0.9,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"1594","Eragrostis barrelieri Daveau",37.53394,-104.96904,"Liliopsida","Poales","complete",9.58315893498863,0.333543990735515,0.295398334891912,460.688207858946,7664.26732856677,0.000150371108289419,0.65,"Western short grasslands",8,50815,220,"Temperate Grasslands, Savannas & Shrublands"
"1595","Eragrostis barrelieri Daveau",34.86518,-111.75887,"Liliopsida","Poales","complete",15.8295445325898,0.375717181640096,0.40268000926088,428.004371456984,14587.0991158041,0.000163224704969766,0.75,"Arizona Mountains forests",5,50503,77,"Temperate Conifer Forests"
"1596","Eragrostis barrelieri Daveau",33.2875,-117.3711,"Liliopsida","Poales","complete",16.6647519600101,0.460719849156605,0.455961773211126,323.149738218726,18565.4721573503,-0.000656966379916177,0.925,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"1597","Eragrostis barrelieri Daveau",33.2875,-117.37111,"Liliopsida","Poales","complete",16.6647519600101,0.460719849156605,0.455961773211126,323.149738218726,18565.4721573503,-0.000656966379916177,0.925,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"1598","Eragrostis barrelieri Daveau",32.17655,-104.377783,"Liliopsida","Poales","complete",17.0405326238493,0.382112311283795,0.49370768756947,350.100220470894,14628.3501015909,-3.3115500940382e-06,0.9,"Chihuahuan desert",13,51303,113,"Deserts & Xeric Shrublands"
"1599","Eragrostis barrelieri Daveau",35.069433,-109.64305,"Liliopsida","Poales","complete",12.1431126478242,0.284146807356186,0.290680958615706,234.036110668648,3743.66743772882,0.00305296084787873,1.075,"Colorado Plateau shrublands",13,51304,107,"Deserts & Xeric Shrublands"
"1600","Eragrostis barrelieri Daveau",35.185892,-120.711889,"Liliopsida","Poales","complete",14.7303982944023,0.376375909040064,0.33708061081176,398.698684134134,33539.3107522794,-0.000325680262713589,0.775,"California interior chaparral and woodlands",12,51202,105,"Mediterranean Forests, Woodlands & Scrub"
"1601","Eragrostis barrelieri Daveau",34.4291,-118.611,"Liliopsida","Poales","complete",18.0301202448403,0.466784914565215,0.394836968308097,364.800587537812,38264.4795393304,-0.000530339099113024,0.85,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"1602","Eragrostis barrelieri Daveau",33.73444,-117.70889,"Liliopsida","Poales","complete",18.4644104096948,0.410555778763266,0.379597852766978,357.794321199743,30515.3784658132,-0.000579884977882991,0.85,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"1603","Eragrostis barrelieri Daveau",33.741667,-117.708333,"Liliopsida","Poales","complete",18.4644104096948,0.410555778763266,0.379597852766978,357.794321199743,30515.3784658132,-0.000579884977882991,0.85,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"1604","Eragrostis barrelieri Daveau",33.736667,-117.715,"Liliopsida","Poales","complete",18.4644104096948,0.410555778763266,0.379597852766978,357.794321199743,30515.3784658132,-0.000579884977882991,0.85,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"1605","Eragrostis barrelieri Daveau",33.3705,-102.631056,"Liliopsida","Poales","complete",15.195249348152,0.308572200505681,0.302682853488438,441.292171013064,20105.913402896,-0.000524599485416238,0.7,"Western short grasslands",8,50815,220,"Temperate Grasslands, Savannas & Shrublands"
"1606","Eragrostis barrelieri Daveau",33.005,-117.20639,"Liliopsida","Poales","complete",16.6529080693315,0.497661828542014,0.506003319970777,292.731168979552,13746.7717402749,-0.000535741262062243,0.975,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
